url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_inthyperlinks,ratio_exthyperlinks,ratio_nullhyperlinks,nb_extcss,ratio_intredirection,ratio_extredirection,ratio_interrors,ratio_exterrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intmedia,ratio_extmedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
https://www.justice.gov/atr/blame-switchman-russian-railways-restructuring-after-ten-years,90,15,0,2,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,3,3,3,13,7,13,6,5,6,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,40,0,100,0,0,0,0,86,0,0,0,1,1,0,0,-1,4382,0,0,6,0
https://www.tumblr.com/safe-mode?url=http%3A%2F%2Fmygirlfriendsaslut.tumblr.com%2F,82,14,0,4,1,0,1,0,0,1,0,0,4,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,12,4,2,3,2,20,6,20,4,4,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1048,5160,114,0,1,8,0
http://www.intuitor.com/statistics/T1T2Errors.html,50,16,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,3,4,10,8,10,7,5,8,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,42,0,0,0,1,0,0,294,7376,6362655,0,0,5,0
http://www.ww.littletums.co.uk/includes/myemailbnz,50,23,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,2,2,8,10,10,10,6,5,9,1,0,0,0,0,0,51,0,1,0,1,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,253,3400,0,0,1,1,1
https://www.w7forums.com/threads/device-driver-not-found.727/,61,16,0,3,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,3,3,8,8,7,5,5,5,0,0,0,0,0,0,161,0,0,0,1,0,0,0,0,0,1,29,0,100,0,0,0,0,50,0,0,0,1,1,0,83,4300,846519,0,1,5,0
http://www.whitesandlakeresort.com/,35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,19,19,0,11,11,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,50,0,0,100,0,0,0,16,0,0,0,1,1,0,409,5069,0,0,0,2,0
http://twowheelcool.com/twitter.com/login9ed2.html?lang=en,58,16,0,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,3,2,12,2,12,12,9,5,12,4,1,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,95,0,100,0,0,0,0,60,0,0,0,1,1,0,148,3140,0,0,1,3,1
http://www.dictionary.com/browse/indianapolis,45,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,12,10,12,7,6,9,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,90,0,0,100,0,0,0,19,0,0,0,0,0,0,294,9204,688,0,0,6,0
http://www.wisegeek.com/what-is-transaction-processing.htm,58,16,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,5,2,3,2,11,8,11,5,5,6,0,0,0,0,0,0,78,0,0,0,1,0,0,0,0,0,1,45,0,87,12,0,0,0,50,0,0,0,1,0,0,72,6137,28754,0,0,5,0
http://swamcorrecter.com/,25,17,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,335,396,0,0,1,0,1
https://herpesinfo2014.wordpress.com/2014/01/09/herpes-incubation-period/,73,28,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,2,9,2,14,14,10,6,11,5,0,1,0,0,0,0,64,0,0,0,5,0,0,0,0,0,1,30,0,0,100,0,0,0,100,0,0,0,1,0,0,589,7446,0,0,0,8,0
http://websupportservice.my-free.website/,41,33,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,2,2,2,0,17,17,0,7,7,0,1,0,0,0,1,2,47,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,77586,0,1,1,1
http://www.savitari.com/,24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5,5,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,75,0,50,50,0,0,0,58,0,0,0,0,1,0,294,4454,4794892,0,0,2,0
http://whatis.techtarget.com/definition/CD-ROM,46,21,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,5,0,2,6,2,10,10,10,6,8,5,0,0,0,0,0,0,77,0,0,0,2,0,0,0,0,0,1,47,0,16,83,0,0,0,70,0,0,0,1,0,0,132,7616,2190,0,0,5,0
http://planetfacts.org/ionosphere/,34,15,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,11,10,11,11,10,10,11,10,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,1,45,0,0,100,0,0,0,0,0,0,0,1,1,0,355,3298,1074963,0,0,5,0
http://en.rfwiki.org/wiki/Image_scanner,39,13,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,2,2,4,7,6,7,4,4,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,107,258,0,0,1,2,0
https://firebasestorage.googleapis.com/v0/b/brop-590e1.appspot.com/o/owa.html?alt=media&token=e7f2cd41-d856-4237-8df9-408d67342fda,130,30,1,5,5,0,1,1,0,2,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,19,2,1,10,1,15,15,12,5,12,4,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,0,50,50,0,0,0,100,0,0,0,1,1,0,173,5670,5836,0,0,6,1
https://steamcomnmmunity.ru.com/,32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,2,2,0,16,16,0,9,9,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,564,-1,0,0,1,2,1
http://vkfeart.hop.ru,21,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,12,0,1,0,2,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,53,7253,943419,0,1,1,1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/35214c3917b5ee6,76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,7,3,2,3,2,15,13,15,8,8,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,15,4003,5816617,0,1,0,1
http://ark.intel.com/products/51235/Dual-Gigabit-Ethernet-IO-Expansion-Mezzanine-Card-AXXGBIOMEZV,97,13,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,12,2,2,3,2,11,5,11,6,4,6,0,1,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,35,0,0,0,1,1,0,1707,12539,812,0,1,7,0
https://login.microsoftonline.com/aa687de1-52b4-4b91-9b35-794eba4fd892/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=F8E39448E7F455909658C6541B1D4188B5AF5FF41A82B0C7-76F2FDDAB526860B987CC05525FB5D9EF62A21217264DAAAEC8765DBF0C7B204&redirect_uri=https:%2F%2Fossm-my.sharepoint.com%2F_forms%2Fdefault.aspx&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=be6a829e-c01e-6000-e679-24fcba0302ac,550,25,1,5,24,0,1,9,0,10,7,0,5,5,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,64,146,1,5,1,64,15,64,7,10,7,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,1,1,0,349,6591,30,0,1,4,0
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__ST2w_BUNDEwNVFFVUdVUU1BNjQ2SFBZTUsxWE1RNC4u,132,16,1,3,0,0,1,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,41,2,5,2,38,6,38,12,5,14,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271,7764,32,0,0,5,1
http://tjscott.net/firewall/stateful.ins.htm,44,11,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,2,3,7,3,8,7,8,5,7,5,1,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,19,5824,0,0,0,3,0
https://www.century21.jp/,25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,75,0,100,0,0,0,0,5,0,0,0,1,1,1,0,7061,254648,0,0,3,0
https://www.speakeasy.net/speedtest/,36,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,9,9,9,9,7,6,9,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,0,1,80,0,58,41,0,0,0,10,0,0,0,0,1,0,318,9178,25939,0,0,4,0
http://www.senuke.com/pro/,26,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,3,6,6,3,4,4,3,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,1,1,20,0,0,100,0,0,0,42,0,0,0,0,0,0,265,4483,125300,0,0,3,0
http://www.homeslyce.com/,25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,63,0,18,81,0,0,0,38,0,0,0,0,0,0,66,-1,1993331,0,0,4,0
http://www.meritroyalbetgiris21.com/,36,28,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,20,20,0,11,11,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,80,0,0,100,0,0,0,42,0,0,0,1,0,0,194,171,6322841,0,0,0,1
http://www.decaturilbgc.com/ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/login.php?cmd=login_submit&id=13e7ee480025090ea8fbcb8f868caab713e7ee480025090ea8fbcb8f868caab7&session=13e7ee480025090ea8fbcb8f868caab713e7ee480025090ea8fbcb8f868caab7,263,20,1,5,0,0,1,2,0,3,1,0,0,10,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,20,16,2,3,2,64,12,64,11,7,12,3,0,0,0,0,0,74,0,0,0,5,0,0,0,0,1,1,12,0,0,100,0,0,0,17,0,0,0,1,1,0,285,4097,0,0,1,3,1
https://kourtoglou.com/administrator/language/overrides/valid/notice.php?email=honeypot@example.com&i=2,103,14,0,3,0,1,1,1,0,2,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,13,1,1,10,1,13,10,13,6,10,5,1,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,1,20,0,0,100,0,0,0,0,0,0,0,1,0,0,170,5674,0,0,1,2,1
http://t-loves.narod.ru,23,16,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,1,0,5,5,0,3,3,0,0,0,0,0,0,0,196,0,0,0,0,0,1,0,0,0,0,100,0,95,4,0,0,0,33,0,0,0,1,1,0,159,7533,333891,0,0,5,0
http://153284594738391.statictab.com/2506080?,45,29,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,7,9,7,15,15,7,10,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,274,3378,3100263,0,1,4,1
http://www.thescrapescape.com/cccxxxxxxxxxc/doc/doc/document.php,64,22,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,32,3,3,3,14,14,13,6,8,6,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,1,0,0,0,100,0,0,0,100,0,0,0,1,0,0,170,4212,0,0,1,0,1
https://corsodimusica.jimdo.com/,32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,5,5,0,13,13,0,9,9,0,0,0,0,0,0,0,432,0,0,0,4,0,0,0,0,1,1,0,0,0,99,0,0,0,87,0,0,0,1,0,0,131,5347,0,0,0,5,0
http://www.michurinsk.ru/,25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6,6,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,83,0,0,0,1,1,0,202,6372,255167,0,0,3,0
http://www.ofenbinder.com/mambots/editors/tinymce/jscripts/tiny_mce/ceo/Arch/Archive/,85,18,0,2,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,11,3,3,3,3,10,10,8,5,6,5,1,0,0,0,0,0,136,0,0,0,3,0,0,0,0,0,1,8,0,0,100,0,0,0,3,0,0,0,0,0,0,290,4456,0,0,1,1,1
http://blog.dabbleofdevops.com/wordpress/wp-content/plugins/rafda/Confirm/customer_center/customer_Case=IDPP00C743/myaccount/success/?cmd=_session=&amp;b716addf4d89825d0f361663d4c23890&amp;dispatch=ac5535a47e5c2fcf54aa14ac4cf32debef5f6c93,238,23,1,2,1,0,1,2,0,4,3,0,0,12,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,20,12,2,4,2,40,14,40,10,9,10,4,0,0,0,0,0,166,0,0,0,0,0,0,0,0,1,1,23,0,53,46,0,0,0,0,0,0,0,1,1,0,198,533,10269929,0,1,2,1
https://www.coles.com.au/our-range/our-products/coles-mobile,60,16,0,3,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,8,3,3,3,3,8,5,8,4,4,5,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,9,0,0,0,0,0,1,0,-1,8523,0,1,5,0
https://www53.presentes-promocoes-premier.com/prodfee1a13c175451dad7a125f9856b521flnk/iphone-8-plus-apple-256gb-dourado-4g-tela-55-retina-cam-dupla-selfie-7mp-ios-12/p/2223839/te/teip,183,37,1,2,17,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,25,9,1,5,1,39,9,39,5,7,5,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,149,216,0,0,1,0,1
http://telescope.su,19,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,1637,0,0,0,2,0,0,0,0,0,1,86,0,98,1,0,0,0,97,0,0,0,1,1,0,146,584,0,0,0,2,0
https://www.newjoysf.org/modules/wmich.htm,42,16,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,3,3,3,3,8,8,7,5,5,5,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,212,4537,0,0,1,0,1
